longitude,latitude,Ve_est_myr,Vn_est_myr,epsilon_xx,epsilon_yy,epsilon_xy,dilatation,max_shear,second_inv,lambda1,lambda2,principal_az,strain_class
123.29970777,7.08999005,0.00699539,0.00413941,-85.53624019,-12.97056135,-80.07363981,-98.50680154,87.91036475,142.50705047,38.65696398,-137.16376552,147.1880774,High
123.3516937,7.08999005,0.00648361,0.00416765,-93.48338537,-14.28212602,-83.36622977,-107.76551138,92.29376001,151.13893937,38.41100432,-146.1765157,147.70432743,High
123.40367963,7.08999005,0.00592494,0.00418645,-101.9317212,-15.63284138,-86.80143121,-117.56456258,96.934837,160.32291925,38.15255571,-155.71711829,148.2161041,High
123.45566555,7.08999005,0.00531642,0.00419516,-110.90713712,-17.02429787,-90.37956461,-127.931435,101.84283271,170.07983767,37.87711521,-165.80855021,148.72325139,High
123.50765148,7.08999005,0.00465497,0.00419312,-120.43370565,-18.45800144,-94.09990384,-138.89170709,107.02594529,180.42881998,37.58009175,-176.47179883,149.22548215,High
123.55963741,7.08999005,0.00393737,0.00417962,-130.53166757,-19.93561487,-97.96090083,-150.46728244,112.49093212,191.38605268,37.2572909,-187.72457334,149.72216389,High
123.61162334,7.08999005,0.0031603,0.00415393,-141.21436919,-21.459374,-101.96068831,-162.67374318,118.24253329,202.96296884,36.9056617,-199.57940488,150.21201937,Very High
123.66360926,7.08999005,0.00232037,0.0041153,-152.48356181,-23.03279269,-106.09803659,-175.5163545,124.28261654,215.1635027,36.52443929,-212.04079379,150.69269402,Very High
123.71559519,7.08999005,0.00141426,0.00406303,-164.3220262,-24.66184038,-110.37403841,-188.98386658,130.60884438,227.97980475,36.11691109,-225.10077767,151.16010847,Very High
123.76758112,7.08999005,0.00043877,0.00399641,-176.68158123,-26.35689021,-114.79493836,-203.03847143,137.21244862,241.3852161,35.6932129,-238.73168434,151.60744985,Very High
123.81956705,7.08999005,-0.00060887,0.00391487,-189.46260937,-28.13592045,-119.37669671,-217.59852981,144.07418525,255.32195715,35.27492035,-252.87345016,152.0235312,Very High
123.87155297,7.08999005,-0.0017307,0.00381799,-202.47688716,-30.02972456,-124.15196062,-232.50661172,151.15626119,269.67775741,34.90295533,-267.40956705,152.38999634,Very High
123.9235389,7.08999005,-0.00292737,0.00370571,-215.37518903,-32.09016094,-129.17950952,-247.46534997,158.38464592,284.23747438,34.65197093,-282.1173209,152.6763239,Very High
123.97552483,7.08999005,-0.0041969,0.00357854,-227.49587027,-34.40203235,-134.55235839,-261.89790262,165.60689814,298.57418696,34.65794682,-296.55584945,152.83050714,Very High
124.02751075,7.08999005,-0.00553235,0.0034382,-237.53458478,-37.0938742,-140.38278558,-274.62845898,172.48607509,311.79045438,35.1718456,-309.80030458,152.76166736,Very High
124.07949668,7.08999005,-0.00691683,0.00328869,-242.8882806,-40.3136678,-146.67429805,-283.2019484,178.2483328,321.94193278,36.6473586,-319.849307,152.3136905,Very High
124.13148261,7.08999005,-0.00831359,0.00313864,-238.97404964,-44.03639082,-152.83004893,-283.01044046,181.26554157,325.21046697,39.76032134,-322.7707618,151.26404243,Very High
124.18346854,7.08999005,-0.00965325,0.00300428,-220.70902219,-47.52648303,-156.67288663,-268.23550522,179.00961252,316.32898362,44.89185991,-313.12736513,149.46445742,Very High
124.23545446,7.08999005,-0.01084086,0.00290777,-188.50644606,-49.02702125,-154.47841618,-237.53346732,169.49102794,292.68667744,50.72429428,-288.2577616,147.1484646,Very High
124.28744039,7.08999005,-0.01181177,0.00286419,-152.54882209,-47.1077887,-144.36722397,-199.6566108,153.69238185,259.17962419,53.86407645,-253.52068725,145.03067767,Very High
124.33942632,7.08999005,-0.01258765,0.00286847,-125.59322081,-42.40683673,-129.20575952,-168.00005754,135.73548511,225.74377843,51.73545634,-219.73551388,143.92205683,Very High
124.39141225,7.08999005,-0.0132499,0.00290155,-112.21473515,-36.7706814,-113.51091664,-148.98541655,119.61471276,199.28293,45.12200448,-194.10742103,144.19135757,High
124.44339817,7.08999005,-0.01387258,0.00294607,-108.70414398,-31.41691854,-99.49830644,-140.12106252,106.7391296,180.56422585,36.67859834,-176.79966086,145.61270234,High
124.4953841,7.08999005,-0.01449464,0.0029928,-109.66544552,-26.65956742,-87.26306728,-136.32501293,96.62989631,167.23315549,28.46738984,-164.79240277,147.71804739,High
124.54737003,7.08999005,-0.01512833,0.00303873,-111.59639487,-22.47357389,-76.40675131,-134.06996876,88.45174362,156.95477107,21.41675925,-155.486728,150.12564633,High
124.59935595,7.08999005,-0.01577249,0.00308399,-112.91049229,-18.82199721,-66.7356351,-131.73248951,81.65051267,148.35881111,15.78426792,-147.51675742,152.59066367,High
124.65134188,7.08999005,-0.01642123,0.00312993,-113.21620734,-15.7053183,-58.27143929,-128.92152564,75.9779837,140.9102122,11.51722088,-140.43874652,154.95953374,High
124.70332781,7.08999005,-0.0170689,0.003178,-112.80666267,-13.12338228,-51.09784686,-125.93004495,71.38052291,134.6088638,8.41550044,-134.34554539,157.14349123,High
124.75531374,7.08999005,-0.01771294,0.00322911,-112.29083724,-11.03694059,-45.22779568,-123.32777783,67.88697518,129.7002436,6.22308626,-129.55086409,159.11192923,High
124.80729966,7.08999005,-0.0183547,0.00328341,-112.29210107,-9.35724379,-40.54850337,-121.64934486,65.52157917,126.43352493,4.69690673,-126.3462516,160.88363414,High
124.85928559,7.08999005,-0.01899876,0.00334045,-113.24267965,-7.96413687,-36.8466724,-121.20681652,64.25395053,124.91071413,3.65054227,-124.85735879,162.50428853,High
124.91127152,7.08999005,-0.01965141,0.00339939,-115.30625878,-6.73604011,-33.87506044,-122.04229889,63.98744264,125.04378029,2.9662932,-125.00859208,164.01748074,High
124.96325745,7.08999005,-0.0203191,0.00345931,-118.40996865,-5.57403504,-31.41403704,-123.98400369,64.57421081,126.59255108,2.58220896,-126.56621265,165.44527093,High
125.01524337,7.08999005,-0.02100729,0.0035194,-122.3307276,-4.41245317,-29.30405519,-126.74318077,65.84001452,129.23518081,2.46842413,-129.2116049,166.78578035,High
125.0672293,7.08999005,-0.02171987,0.00357908,-126.78417596,-3.21803936,-27.44986679,-130.00221532,67.60652864,132.63322896,2.60542098,-132.6076363,168.02234688,High
125.11921523,7.08999005,-0.02245905,0.00363802,-131.48906915,-1.98320112,-25.80854083,-133.47227026,69.70669439,136.4751624,2.97055926,-136.44282953,169.13464237,High
125.17120115,7.08999005,-0.02322551,0.00369608,-136.201951,-0.71779186,-24.37288053,-136.91974286,71.99324031,140.49754906,3.53336888,-140.45311174,170.10590384,High
125.22318708,7.08999005,-0.02401866,0.00375334,-140.72691491,0.55834182,-23.15727863,-140.16857309,74.34137809,144.48839204,4.25709154,-144.42566464,170.92519923,High
125.27517301,7.08999005,-0.02483693,0.00381005,-144.90493639,1.82149328,-22.18902596,-143.0834431,76.64537927,148.27496138,5.10365772,-148.18710082,171.58591427,High
125.32715894,7.08999005,-0.02567792,0.00386665,-148.57799833,3.0492783,-21.50530195,-145.52872003,78.80473187,151.68940539,6.04037186,-151.56909189,172.08173904,High
125.37914486,7.08999005,-0.02653825,0.00392391,-151.49113373,4.22558731,-21.15070766,-147.26554642,80.68008885,154.47370021,7.04731564,-154.31286207,172.40100766,High
125.43113079,7.08999005,-0.02741259,0.00398335,-152.96990555,5.34448626,-21.14584353,-147.62541929,81.93295041,155.95720225,8.12024076,-155.74566005,172.52170402,High
125.48311672,7.08999005,-0.02828986,0.00404869,-150.88652624,6.40119883,-21.34461284,-144.48532741,81.48895392,154.00942875,9.24629022,-153.73161763,172.4076169,High
125.53510265,7.08999005,-0.02914035,0.00413009,-139.79227489,7.34725809,-21.15209466,-132.4450168,76.55012508,143.14567593,10.32761668,-142.77263348,171.97974536,High
125.58708857,7.08999005,-0.02989057,0.00424883,-112.13699817,8.08653458,-19.38271041,-104.05046359,63.15943255,115.72155083,11.13420075,-115.18466434,171.06418367,High
125.6390745,7.08999005,-0.03042439,0.00442951,-68.2954185,8.6699889,-14.88340836,-59.6254296,41.26056626,71.9893366,11.44785147,-71.07328106,169.42786662,Moderate
125.69106043,7.08999005,-0.0306726,0.00467813,-23.4861818,9.36776826,-8.16868357,-14.11841354,18.34592325,27.79947122,11.28671648,-25.40513002,166.78005139,Moderate
125.74304635,7.08999005,-0.03069333,0.00497603,6.0584313,10.35692524,-1.59591511,16.41535654,2.67697732,12.20919245,10.88465559,5.53070095,161.70220415,Low
125.79503228,7.08999005,-0.03060323,0.0053001,18.51015606,11.60951056,3.14348245,30.11966662,4.66756993,22.29729976,19.72740324,10.39226338,68.83215799,Moderate
125.84701821,7.08999005,-0.03048137,0.00563706,21.26195767,13.05486875,6.04733804,34.31682642,7.30817176,26.3750078,24.46658497,9.85024145,62.07982668,Moderate
125.89900414,7.08999005,-0.03035977,0.00598131,20.34252656,14.64052084,7.69166636,34.9830474,8.20304508,27.32190879,25.69456878,9.28847861,55.16889625,Moderate
125.95099006,7.08999005,-0.03024844,0.00632998,18.30639007,16.30929355,8.51533553,34.61568362,8.57368286,27.31554231,25.88152467,8.73415895,48.34411368,Moderate
126.00297599,7.08999005,-0.03015015,0.00668088,15.9934636,17.99681077,8.78095155,33.99027437,8.83789908,27.09033584,25.83303626,8.15723811,41.74610133,Moderate
126.05496192,7.08999005,-0.0300653,0.0070321,13.68003901,19.64488783,8.65469749,33.32492685,9.15415993,26.88629135,25.81662335,7.5083035,35.49297806,Moderate
126.10694785,7.08999005,-0.0299935,0.00738198,11.45737251,21.21036367,8.24969805,32.66773618,9.58320025,26.78182122,25.91706834,6.75066784,29.70607829,Moderate
126.15893377,7.08999005,-0.02993411,0.00772908,9.34758717,22.66626331,7.64532411,32.01385049,10.13892323,26.79624675,26.14584847,5.86800201,24.47151201,Moderate
126.2109197,7.08999005,-0.02988646,0.00807225,7.34699731,23.99880706,6.89761774,31.34580437,10.81192964,26.9272236,26.48483182,4.86097255,19.8200693,Moderate
126.26290563,7.08999005,-0.02984998,0.00841053,5.44457094,25.20344596,6.04621583,30.6480169,11.58274628,27.16561232,26.90675473,3.74126217,15.73331628,Moderate
126.31489155,7.08999005,-0.02982412,0.0087432,3.62969024,26.28146587,5.119358,29.91115611,12.42914161,27.50101365,27.38471966,2.52643645,12.1616033,Moderate
126.36687748,7.08999005,-0.02980842,0.00906968,1.89491284,27.23755908,4.13752844,29.13247192,13.3297251,27.92335228,27.89596106,1.23651086,9.04162778,Moderate
126.41886341,7.08999005,-0.02980242,0.00938956,0.23642619,28.07825548,3.11604379,28.31468167,14.26539847,28.42294471,28.4227393,-0.10805764,6.3085267,Moderate
126.47084934,7.08999005,-0.02980571,0.00970252,-1.34648335,28.81097215,2.06683638,27.4644888,15.2197189,28.99014934,28.9519633,-1.4874745,3.90243852,Moderate
126.52283526,7.08999005,-0.02981784,0.01000835,-2.85202892,29.44346107,0.99899407,26.59143215,16.1786173,29.61498687,29.47433337,-2.88290122,1.77007029,Moderate
126.57482119,7.08999005,-0.02983837,0.01030692,-4.27114626,29.9834846,-0.09388424,25.71233833,17.12757274,30.28646013,29.98374191,-4.27140358,179.84296672,Moderate
126.62680712,7.08999005,-0.02986675,0.01059781,-5.530243,30.43842285,-1.36993853,24.90817986,18.0364343,30.99733273,30.49052423,-5.58234437,177.82198185,Moderate
126.67879305,7.08999005,-0.02990169,0.01087722,-6.23723823,30.81297437,-3.73648974,24.57573615,18.89817237,31.87891531,31.18604045,-6.6103043,174.29825678,Moderate
126.73077897,7.08999005,-0.02993817,0.01112377,-5.39658084,31.09923474,-9.51063665,25.7026539,20.57761765,34.31020118,33.4289446,-7.7262907,166.23595057,Moderate
126.7827649,7.08999005,-0.02996349,0.01127975,-4.42197197,31.26316567,-13.71047671,26.8411937,22.50187623,37.0525803,35.92247308,-9.08127938,161.2304131,Moderate
121.6361581,7.13520877,0.01131061,0.00255478,-11.36618021,14.05923937,-43.6979544,2.69305916,45.50960568,64.38846715,46.85613526,-44.1630761,143.11044597,Moderate
121.68814403,7.13520877,0.01124553,0.00251232,-14.64188199,14.56281244,-44.71813117,-0.07906955,47.04189409,66.52730812,47.00235932,-47.08142887,144.04201705,Moderate
121.74012995,7.13520877,0.01114295,0.00244728,-19.01753467,15.43995548,-45.90617923,-3.5775792,49.03271305,69.3888567,47.24392345,-50.82150264,145.28564199,Moderate
121.79211588,7.13520877,0.01102777,0.00237795,-20.29678631,16.58685467,-45.85647962,-3.70993163,49.42587851,69.94795729,47.57091269,-51.28084433,145.95410539,Moderate
121.84410181,7.13520877,0.01091054,0.00231277,-20.28603934,17.97019598,-45.158647,-2.31584336,49.04271897,69.37620726,47.8847973,-50.20064065,146.47817416,Moderate
121.89608774,7.13520877,0.01079548,0.00225604,-19.55667921,19.5442331,-43.99539962,-0.01244611,48.14369661,68.08546926,48.13747355,-48.14991967,146.97958341,Moderate
121.94807366,7.13520877,0.0106866,0.00221238,-18.05182053,21.14880004,-42.38700473,3.09697952,46.69936116,66.07916697,48.24785092,-45.1508714,147.40822203,Moderate
122.00005959,7.13520877,0.01058878,0.00218739,-15.71218381,22.43204436,-40.46562782,6.71986056,44.73491444,63.44291452,48.09484472,-41.37498416,147.61763539,Moderate
122.05204552,7.13520877,0.01050669,0.00218649,-12.76290947,22.90861458,-38.57845393,10.14570511,42.50190013,60.53338496,47.57475268,-37.42904757,147.40612717,Moderate
122.10403145,7.13520877,0.01044263,0.00221265,-9.75912506,22.25467601,-37.16951574,12.49555096,40.46966476,57.91076694,46.71744023,-34.22188928,146.64946561,Moderate
122.15601737,7.13520877,0.01039494,0.0022647,-7.34430602,20.5882315,-36.51926917,13.24392548,39.09876831,56.0814421,45.72073105,-32.47680557,145.46431688,Moderate
122.2080033,7.13520877,0.01035853,0.00233791,-5.92225668,18.35854504,-36.62459274,12.43628836,38.58432488,55.27052458,44.80246906,-32.3661807,144.16972018,Moderate
122.25998923,7.13520877,0.01032712,0.00242631,-5.55312233,16.00442413,-37.30648587,10.4513018,38.83240709,55.41233198,44.05805799,-33.60675619,143.05766166,Moderate
122.31197515,7.13520877,0.01029495,0.00252458,-6.08560733,13.77518894,-38.36470577,7.68958161,39.62907337,56.30711984,43.47386417,-35.78428256,142.25602634,Moderate
122.36396108,7.13520877,0.01025744,0.00262864,-7.32140374,11.75717514,-39.6516686,4.4357714,40.78299726,57.76109214,43.00088296,-38.56511156,141.76350096,Moderate
122.41594701,7.13520877,0.01021111,0.00273564,-9.09752282,9.95251701,-41.07831584,0.85499419,42.16816378,59.63785359,42.59566087,-41.74066668,141.52736772,Moderate
122.46793294,7.13520877,0.01015327,0.00284359,-11.30193277,8.33223676,-42.59710419,-2.96969601,43.71370996,61.85617532,42.22886196,-45.19855797,141.48899664,Moderate
122.51991886,7.13520877,0.0100817,0.00295109,-13.86408873,6.86091401,-44.1852896,-7.00317472,45.38415199,64.37363382,41.88256463,-48.88573935,141.59934566,Moderate
122.57190479,7.13520877,0.00999451,0.00305711,-16.74216669,5.50585161,-45.83383934,-11.23631508,47.16444008,67.1721386,41.54628254,-52.78259762,141.82103881,Moderate
122.62389072,7.13520877,0.00988999,0.00316087,-19.91321162,4.2395571,-47.54104604,-15.67365452,49.05089314,70.24821676,41.21406588,-56.8877204,142.12641336,Moderate
122.67587665,7.13520877,0.00976649,0.00326173,-23.36659023,3.03974021,-49.30905087,-20.32685002,51.04611709,73.60708224,40.88269208,-61.2095421,142.49503706,Moderate
122.72786257,7.13520877,0.00962243,0.00335917,-27.09985438,1.88855703,-51.14198093,-25.21129735,53.15622459,77.25913009,40.55057592,-65.76187327,142.91165955,Moderate
122.7798485,7.13520877,0.00945618,0.00345272,-31.11616255,0.77174714,-53.04494322,-30.3444154,55.38931032,81.21787468,40.21710261,-70.56151802,143.3647178,High
122.83183443,7.13520877,0.00926612,0.00354195,-35.42267093,-0.32212575,-55.02346348,-35.74479668,57.75459809,85.49872775,39.88219975,-75.62699643,143.845296,High
122.88382035,7.13520877,0.00905057,0.00362645,-40.02952442,-1.40228347,-57.08315193,-41.43180789,60.26194629,90.11826504,39.54604235,-80.97785023,144.34641545,High
122.93580628,7.13520877,0.00880776,0.0037058,-44.94922217,-2.47620224,-59.22948063,-47.42542441,62.92154425,95.09377952,39.20883205,-86.63425646,144.86255319,High
122.98779221,7.13520877,0.00853587,0.00377961,-50.19621942,-3.54996507,-61.46761121,-53.74618449,65.74371064,100.44300449,38.87061839,-92.61680288,145.38931601,High
123.03977814,7.13520877,0.00823298,0.00384745,-55.78667887,-4.62852174,-63.8022404,-60.41520061,68.73874556,106.18393717,38.53114525,-98.94634586,145.9232188,High
123.09176406,7.13520877,0.00789707,0.00390889,-61.73831376,-5.71587689,-66.23744596,-67.45419065,71.91681031,112.33471916,38.18971498,-105.64390563,146.46153176,High
123.14374999,7.13520877,0.00752603,0.00396346,-68.0702804,-6.81522225,-68.77652412,-74.88550266,75.28781978,118.91354367,37.84506845,-112.73057111,147.00217178,High
123.19573592,7.13520877,0.00711762,0.00401069,-74.8030848,-7.92902537,-71.42181531,-82.73211017,78.86133817,125.93856575,37.49528309,-120.22739326,147.54362027,High
123.24772185,7.13520877,0.00666948,0.00405007,-81.9584691,-9.05908502,-74.17451791,-91.01755412,82.64647093,133.4277928,37.13769387,-128.15524798,148.08485478,High
123.29970777,7.13520877,0.00617914,0.00408105,-89.55924019,-10.20656211,-77.03449366,-99.76580229,86.65174604,141.39893153,36.7688449,-136.53464719,148.62528443,High
123.3516937,7.13520877,0.00564397,0.00410305,-97.62899547,-11.37199541,-80.00007199,-109.00099088,90.88497694,149.86916318,36.38448149,-145.38547238,149.16468147,High
123.40367963,7.13520877,0.00506122,0.00411548,-106.1916888,-12.55531335,-83.06786606,-118.74700215,95.35309683,158.85481236,35.97959575,-154.7265979,149.70310189,High
123.45566555,7.13520877,0.004428,0.00411767,-115.27096197,-13.75585716,-86.23262205,-129.02681913,100.06195197,168.37086592,35.5485424,-164.57536153,150.2407878,High
123.50765148,7.13520877,0.00374129,0.00410896,-124.88913939,-14.97243851,-89.48713686,-139.86157791,105.01603661,178.43028437,35.08524766,-174.94682557,150.77804238,High
123.55963741,7.13520877,0.00299794,0.00408863,-135.06573961,-16.20346716,-92.82230233,-151.26920677,110.21814625,189.0430268,34.58354286,-185.85274963,151.31506456,High
123.61162334,7.13520877,0.00219469,0.00405597,-145.81528084,-17.44720537,-96.22737063,-163.2624862,115.66891353,200.21467183,34.03767043,-197.30015664,151.85172241,Very High
123.66360926,7.13520877,0.00132825,0.00401022,-157.14401737,-18.70224213,-99.69059758,-175.8462595,121.36616715,211.94444212,33.44303739,-209.2892969,152.38723008,Very High
123.71559519,7.13520877,0.00039529,0.00395064,-169.04496461,-19.96834281,-103.20052353,-189.01330742,127.30399777,224.22228009,32.79734406,-221.81065148,152.91966556,Very High
123.76758112,7.13520877,-0.00060743,0.00387651,-181.48997553,-21.24794297,-106.74832655,-202.7379185,133.47127958,237.02425349,32.10232032,-234.84023883,153.44521215,Very High
123.81956705,7.13520877,-0.0016829,0.00378716,-194.41625842,-22.54876468,-110.33197414,-216.9650231,139.84903778,250.3046491,31.36652623,-248.33154933,153.95689381,Very High
123.87155297,7.13520877,-0.00283363,0.00368206,-207.70126372,-23.88842997,-113.96335084,-231.58969368,146.40503679,263.98061047,30.61018995,-262.19988363,154.44232267,Very High
123.9235389,7.13520877,-0.00406122,0.00356088,-221.11008967,-25.3026843,-117.67998768,-246.41277397,153.08074503,277.89756491,29.87435805,-276.28713201,154.87935822,Very High
123.97552483,7.13520877,-0.00536549,0.00342371,-234.16746056,-26.85995528,-121.56167289,-261.02741584,159.75400074,291.73676048,29.24029282,-290.26770866,155.22685643,Very High
124.02751075,7.13520877,-0.0067426,0.00327149,-245.79318651,-28.68403447,-125.73703651,-274.47722098,166.11411236,304.7239227,28.87550187,-303.35272285,155.40277779,Very High
124.07949668,7.13520877,-0.00817999,0.0031072,-253.25565657,-30.96366819,-130.2827243,-284.21932475,171.25133657,314.71312784,29.14167419,-313.36099894,155.23397671,Very High
124.13148261,7.13520877,-0.00964255,0.00293907,-250.28758564,-33.80871551,-134.69592763,-284.09630115,172.79689877,316.34299519,30.74874819,-314.84504934,154.39239349,Very High
124.18346854,7.13520877,-0.01104595,0.00278679,-228.01850415,-36.67822874,-136.77682067,-264.69673289,166.91516984,301.2532623,34.56680339,-299.26353629,152.48565633,Very High
124.23545446,7.13520877,-0.01225351,0.00268224,-185.07780483,-37.90212657,-132.78059673,-222.9799314,151.80861944,266.36767592,40.31865374,-263.29858514,149.49774748,Very High
124.28744039,7.13520877,-0.01316522,0.00264875,-136.72530556,-36.03207203,-121.38138967,-172.75737759,131.40861303,222.39380142,45.02992423,-217.78730182,146.2638569,Very High
124.33942632,7.13520877,-0.01381911,0.00267743,-102.75799722,-31.7470626,-106.35384177,-134.50505982,112.12393976,184.90365408,44.87140985,-179.37646967,144.23060876,High
124.39141225,7.13520877,-0.01434187,0.00273875,-88.71491001,-26.8790712,-92.29446541,-115.59398121,97.33543078,160.09171252,39.53844018,-155.13242139,144.26022199,High
124.44339817,7.13520877,-0.01483496,0.00280902,-87.37823349,-22.477955,-80.64601408,-109.85618848,86.92980573,145.42274005,32.00171149,-141.85789997,145.95937169,High
124.4953841,7.13520877,-0.01534241,0.00287793,-90.79007301,-18.68028859,-70.81656665,-109.47036159,79.46660534,136.4615798,24.73142454,-134.20178614,148.49102195,High
124.54737003,7.13520877,-0.01587457,0.00294305,-94.89580845,-15.36537657,-62.12642805,-110.26118502,73.7629003,130.23323455,18.63230779,-128.89349281,151.3110288,High
124.59935595,7.13520877,-0.01642903,0.00300497,-98.28001554,-12.45475096,-54.29897528,-110.7347665,69.20890641,125.34288855,13.84152316,-124.57628966,154.15970819,High
124.65134188,7.13520877,-0.01699994,0.0030652,-100.68455253,-9.9267417,-47.31245227,-110.61129423,65.55694621,121.29656055,10.2512991,-120.86259333,156.90249009,High
124.70332781,7.13520877,-0.01758194,0.00312525,-102.36480289,-7.77285002,-41.22445075,-110.13765291,62.74045527,118.05880208,7.67162881,-117.80928172,159.46185686,High
124.75531374,7.13520877,-0.01817209,0.00318622,-103.78913767,-5.96493036,-36.0626429,-109.75406802,60.76930226,115.79634674,5.89226825,-115.64633627,161.79941945,High
124.80729966,7.13520877,-0.0187704,0.00324865,-105.43841171,-4.44414144,-31.77886691,-109.88255315,59.66453753,114.70310293,4.72326096,-114.60581411,163.90848199,High
124.85928559,7.13520877,-0.01937943,0.00331257,-107.67126844,-3.12870488,-28.2550979,-110.79997332,59.41916742,114.88947714,4.01918076,-114.81915408,165.80334142,High
124.91127152,7.13520877,-0.02000331,0.00337766,-110.66359427,-1.93094153,-25.33833301,-112.5945358,59.98106837,116.33667466,3.68380047,-116.27833627,167.50567113,High
124.96325745,7.13520877,-0.0206466,0.00344343,-114.41495295,-0.77340398,-22.87844848,-115.18835693,61.25376574,118.90427419,3.65958728,-118.84794421,169.03409882,High
125.01524337,7.13520877,-0.02131344,0.0035094,-118.79580431,0.4016568,-20.75259383,-118.39414751,63.1084688,122.3680708,3.91139505,-122.30554256,170.40080595,High
125.0672293,7.13520877,-0.0220069,0.00357516,-123.60619291,1.63010468,-18.87262529,-121.97608822,65.40037113,126.46541083,4.41232702,-126.38841524,171.61379993,High
125.11921523,7.13520877,-0.02272881,0.00364044,-128.62606645,2.92886405,-17.180147,-125.6972024,67.98405979,130.93341101,5.13545859,-130.83266099,172.68107854,High
125.17120115,7.13520877,-0.02347975,0.00370511,-133.64900508,4.30158261,-15.63554861,-129.34742247,70.72525392,135.53413198,6.05154268,-135.39896515,173.61392495,High
125.22318708,7.13520877,-0.02425918,0.0037692,-138.49835222,5.74555267,-14.2056105,-132.75279956,73.50765534,140.06571202,7.13125556,-139.88405512,174.42864249,High
125.27517301,7.13520877,-0.02506565,0.00383288,-143.02597986,7.25963806,-12.85127532,-135.7663418,76.23383118,144.35873308,8.35066028,-144.11700208,175.14745162,High
125.32715894,7.13520877,-0.02589693,0.0038966,-147.08755434,8.85410687,-11.51363598,-138.23344748,78.81633231,148.25070481,9.69960857,-147.93305605,175.800034,High
125.37914486,7.13520877,-0.02674991,0.0039612,-150.45899745,10.56390355,-10.08952365,-139.8950939,81.14118652,151.50281498,11.19363957,-151.08873347,176.42852591,High
125.43113079,7.13520877,-0.02761979,0.00402844,-152.53054271,12.46158831,-8.3711216,-140.06895439,82.91969912,153.49595759,12.88522192,-152.95417631,177.10292959,High
125.48311672,7.13520877,-0.02849649,0.00410234,-151.23433896,14.62698901,-5.92084092,-136.60734995,83.14175477,152.17058455,14.8380798,-151.44542975,177.95814636,High
125.53510265,7.13520877,-0.02935152,0.00419265,-140.89074577,16.9503034,-2.05096291,-123.94044237,78.94716999,141.93635167,16.97694881,-140.91739117,179.25567477,High
125.58708857,7.13520877,-0.03010978,0.00431854,-113.13279194,18.84529942,3.54543985,-94.28749252,66.08422121,114.80119429,18.94047495,-113.22796748,1.53770683,High
125.6390745,7.13520877,-0.03064697,0.00450241,-67.87762897,19.56795619,9.75485387,-48.30967277,44.79776518,71.97632785,20.64292879,-68.95260156,6.28854903,Moderate
125.69106043,7.13520877,-0.03088703,0.00475116,-21.50597094,19.15992736,14.55618009,-2.34604357,25.00622322,35.40302756,23.83320144,-26.17924501,17.79927179,Moderate
125.74304635,7.13520877,-0.03089323,0.00504928,8.35210393,18.49227759,17.0382474,26.84438152,17.77660415,31.50120188,31.19879491,-4.35441339,36.7142629,Moderate
125.79503228,7.13520877,-0.03079139,0.00537562,20.04243524,18.29489241,17.82528307,38.33732766,17.84668578,37.03894885,37.0153496,1.32197805,46.40315791,Moderate
125.84701821,7.13520877,-0.03066373,0.0057171,21.84678261,18.73171984,17.79070595,40.57850245,17.85875478,38.22535383,38.148006,2.43049644,47.50167202,Moderate
125.89900414,7.13520877,-0.03054123,0.00606755,20.21792542,19.66736583,17.35842406,39.88529126,17.36060669,37.39250672,37.30325232,2.58203893,45.4542765,Moderate
125.95099006,7.13520877,-0.03043222,0.00642345,17.7324422,20.91160161,16.66306914,38.6440438,16.7387167,36.1531511,36.0607386,2.5833052,42.27536886,Moderate
126.00297599,7.13520877,-0.03033818,0.00678203,15.15951301,22.300905,15.76687539,37.46041801,16.16614454,34.99042608,34.89635355,2.56406446,38.61978657,Moderate
126.05496192,7.13520877,-0.03025863,0.00714093,12.7111419,23.71678261,14.72246887,36.42792451,15.71725553,34.02294939,33.93121779,2.49670672,34.7528771,Moderate
126.10694785,7.13520877,-0.03019263,0.00749818,10.43078622,25.08369803,13.57556827,35.51448425,15.42637384,33.26537713,33.18361597,2.33086828,30.82258653,Moderate
126.15893377,7.13520877,-0.0301392,0.00785216,8.30726115,26.35905222,12.36158157,34.66631338,15.30606053,32.70210421,32.63921722,2.02709615,26.93234369,Moderate
126.2109197,7.13520877,-0.0300975,0.00820161,6.31524167,27.52220313,11.10555772,33.8374448,15.35471315,32.3113102,32.27343555,1.56400925,23.16243757,Moderate
126.26290563,7.13520877,-0.03006688,0.00854556,4.43068929,28.56580709,9.82427821,32.99649638,15.56092607,32.0728737,32.05917427,0.93732212,19.57462975,Moderate
126.31489155,7.13520877,-0.03004677,0.00888328,2.63587655,29.49003457,8.52878818,32.12591113,15.90681233,31.9701492,31.9697679,0.15614323,16.21171597,Moderate
126.36687748,7.13520877,-0.0300367,0.00921422,0.92003345,30.29906667,7.22655615,31.21910012,16.37085863,31.98946906,31.98040869,-0.76130857,13.09751586,Moderate
126.41886341,7.13520877,-0.03003624,0.00953798,-0.72168397,30.9991024,5.92305087,30.27741842,16.93028658,32.11900123,32.06899579,-1.79157736,10.23905249,Moderate
126.47084934,7.13520877,-0.03004496,0.0098543,-2.28971686,31.59727154,4.6227796,29.30755467,17.56280407,32.34765145,32.21658141,-2.90902674,7.63043391,Moderate
