point_id,site,location,longitude,latitude,Ve_kriging_mm,Vn_kriging_mm,V_horiz_mm,interp_method,epsilon_xx,epsilon_yy,epsilon_xy,dilatation,max_shear,second_inv,lambda1,lambda2,principal_az,strain_class
131,,,121.044,6.01,21.67849046,3.53581483,21.96494788,Ordinary Kriging,39.61325356,11.50147182,34.191059,51.11472538,36.96750713,63.55746017,62.52486982,-11.41014444,56.17374355,Moderate
132,,,121.497,6.143,21.13296385,3.286714,21.38702059,Ordinary Kriging,8.51199702,-12.65256921,-28.19789301,-4.14057218,30.11819859,42.69407385,28.0479125,-32.18848468,124.71478721,Moderate
133,,,121.966,6.174,21.63455175,3.4337527,21.90535293,Ordinary Kriging,-3.9409502,19.16645881,45.99124989,15.22550861,47.4202821,67.92108925,55.0330364,-39.80752779,37.94912052,Moderate
134,,,120.176,5.212,25.33508916,4.25443533,25.68982216,Ordinary Kriging,6.55369352,6.49224997,19.68868767,13.04594349,19.68871164,29.33238914,26.21168338,-13.16573989,45.04470147,Moderate
135,,,120.708,5.345,25.58999284,4.16272476,25.92635746,Ordinary Kriging,6.55369352,6.49224997,19.68868767,13.04594349,19.68871164,29.33238914,26.21168338,-13.16573989,45.04470147,Moderate
136,,,120.856,5.697,23.66985202,3.86038489,23.98258673,Ordinary Kriging,140.30996755,10.83457687,43.9841277,151.14454442,78.2660379,153.86189272,153.83831011,-2.69376569,72.90350105,High
137,,,126.087,9.958,-55.22683608,31.7299674,63.69296864,Ordinary Kriging,181.37270787,85.03187791,-131.81899436,266.40458579,140.34470476,273.64022725,273.54699765,-7.14241186,124.96312842,Very High
138,,,125.438,5.658,0.2251693,8.69726878,8.70018306,Ordinary Kriging,-371.62085011,-12.76021574,-38.62554773,-384.38106586,183.54065398,375.83074012,-8.64987895,-375.73118691,173.92573072,Very High
139,,,125.547,6.002,-10.58351484,7.20191345,12.80149772,Ordinary Kriging,428.01252365,-55.08847985,-167.63667197,372.9240438,294.02159561,492.3754346,480.48361751,-107.55957371,107.38037393,Very High
140,,,125.555,6.393,-18.56275271,5.82540272,19.45536186,Ordinary Kriging,144.86734439,30.21702038,-41.69862603,175.08436477,70.88687898,159.30212371,158.42906137,16.6553034,108.01617038,High
141,,,125.704,6.135,-15.20144969,6.88331228,16.68724246,Ordinary Kriging,500.0,-51.30812568,-229.4600091,500.0,446.88579997,500.0,500.0,-114.71638728,105.44743872,Very High
142,,,125.242,5.775,2.35330254,8.69618111,9.00897324,Ordinary Kriging,-371.62085011,-12.76021574,-38.62554773,-384.38106586,183.54065398,375.83074012,-8.64987895,-375.73118691,173.92573072,Very High
